Table,Field,Type,Description
VPAmbients,FarFieldCurrentSpeed_m_s,Double (min=0) (max=10),Vitesse du courant de loin en mètre par second)
VPAmbients,FarFieldCurrentDirection_deg,Double (min=-180) (max=180),Direction du courant de loin en dégré)
VPAmbients,FarFieldDiffusionCoefficient,Double (min=0) (max=1),Coefficient de diffusion de loin
VPAmbients,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
VPAmbients,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
VPResults,,,La table VPResults contient des champs permettant de stocker les résultats du scénario Visual Plumes.
VPResults,VPResultID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table VPResults
VPResults,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
VPResults,VPScenarioID,Int32,Lien à la table VPScenarios représentant le scénario visual plumes
VPResults,Ordinal,Int32 (min=0) (max=1000),Ordre
VPResults,Concentration_MPN_100ml,Int32 (min=0) (max=10000000),Concentration en nombre le plus probable par 100 milli-Litres
VPResults,Dilution,Double (min=0) (max=1000000),Dilution
VPResults,FarFieldWidth_m,Double (min=0) (max=10000),Largeur au loin en métres
VPResults,DispersionDistance_m,Double (min=0) (max=100000),Distance de dispersion en métres
VPResults,TravelTime_hour,Double (min=0) (max=100),Temps de dispersion en heures
VPResults,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
VPResults,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
VPScenarios,,,La table VPScenarios contient des champs permettant de conserver et de gérer les scénarios Visual Plumes.
VPScenarios,VPScenarioID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table VPScenarios
VPScenarios,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
VPScenarios,InfrastructureTVItemID,Int32,Lien à la table TVItems représentant l'infrastructure
VPScenarios,VPScenarioStatus,ScenarioStatusEnum (int),État du scénario visual plumes
VPScenarios,UseAsBestEstimate,Boolean,Utilise comme meilleur estimation
VPScenarios,EffluentFlow_m3_s,Double (min=0) (max=1000),Débit de l'effluent en mètres cube par second
VPScenarios,EffluentConcentration_MPN_100ml,Int32 (min=0) (max=10000000),Concentration de l'effluent en nombre le plus probable par 100 milli-Litres
VPScenarios,FroudeNumber,Double (min=0) (max=10000),Nombre de Froude
VPScenarios,PortDiameter_m,Double (min=0) (max=10),Diamètre de l'orifice en mètres
VPScenarios,PortDepth_m,Double (min=0) (max=1000),Profondeur de l'orifice en mètres
VPScenarios,PortElevation_m,Double (min=0) (max=1000),Élévation de l'orifice en mètres
VPScenarios,VerticalAngle_deg,Double (min=-90) (max=90),Angle vertical en dégré
VPScenarios,HorizontalAngle_deg,Double (min=-180) (max=180),Angle horizontal en dégré
VPScenarios,NumberOfPorts,Int32 (min=1) (max=100),Nombre d'orifice
VPScenarios,PortSpacing_m,Double (min=0) (max=1000),Distance entre les orifices en mètres
VPScenarios,AcuteMixZone_m,Double (min=0) (max=100),Zone de pollution aigüe en mètres
VPScenarios,ChronicMixZone_m,Double (min=0) (max=40000),Zone de pollution chronique en mètres
VPScenarios,EffluentSalinity_PSU,Double (min=0) (max=40),Salinité de l'effluent en PSU
VPScenarios,EffluentTemperature_C,Double (min=-10) (max=40),Température de l'effluent en dégré Celcius
VPScenarios,EffluentVelocity_m_s,Double (min=0) (max=100),Vitesse de l'effluent en mètres par second
VPScenarios,RawResults,String,Résultats bruts
VPScenarios,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
VPScenarios,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
VPScenarioLanguages,,,La table VPScenarioLanguages contient des champs pour contenir des textes bilingues pour la table VPScenarios.
VPScenarioLanguages,VPScenarioLanguageID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table VPScenarioLanguages
VPScenarioLanguages,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
VPScenarioLanguages,VPScenarioID,Int32,Lien à la table VPScenarios représentant le scénario visual plumes
VPScenarioLanguages,Language,LanguageEnum (int),Langage de l'item
VPScenarioLanguages,VPScenarioName,String (max=100),Nom du scénario visual plumes
VPScenarioLanguages,TranslationStatus,TranslationStatusEnum (int),Le statut de la traduction du nom du scénario visual plumes
VPScenarioLanguages,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
VPScenarioLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
